date,from_currency,to_currency,rate,source,currency_pair
2024-07-05,GBP,KES,163.5,alpha_vantage,GBP/KES
2024-07-08,GBP,KES,163.3,alpha_vantage,GBP/KES
2024-07-09,GBP,KES,163.33,alpha_vantage,GBP/KES
2024-07-10,GBP,KES,164.77,alpha_vantage,GBP/KES
2024-07-11,GBP,KES,165.91,alpha_vantage,GBP/KES
2024-07-12,GBP,KES,166.86,alpha_vantage,GBP/KES
2024-07-15,GBP,KES,166.67,alpha_vantage,GBP/KES
2024-07-16,GBP,KES,166.69,alpha_vantage,GBP/KES
2024-07-17,GBP,KES,168.75,alpha_vantage,GBP/KES
2024-07-18,GBP,KES,167.94,alpha_vantage,GBP/KES
2024-07-19,GBP,KES,168.18,alpha_vantage,GBP/KES
2024-07-22,GBP,KES,169.04,alpha_vantage,GBP/KES
2024-07-23,GBP,KES,169.96,alpha_vantage,GBP/KES
2024-07-24,GBP,KES,170.03,alpha_vantage,GBP/KES
2024-07-25,GBP,KES,169.96,alpha_vantage,GBP/KES
2024-07-26,GBP,KES,167.66,alpha_vantage,GBP/KES
2024-07-29,GBP,KES,167.5,alpha_vantage,GBP/KES
2024-07-30,GBP,KES,165.22,alpha_vantage,GBP/KES
2024-07-31,GBP,KES,164.59,alpha_vantage,GBP/KES
2024-08-01,GBP,KES,164.01,alpha_vantage,GBP/KES
2024-08-02,GBP,KES,165.48,alpha_vantage,GBP/KES
2024-08-05,GBP,KES,165.12,alpha_vantage,GBP/KES
2024-08-06,GBP,KES,163.4,alpha_vantage,GBP/KES
2024-08-07,GBP,KES,162.78,alpha_vantage,GBP/KES
2024-08-08,GBP,KES,163.48,alpha_vantage,GBP/KES
2024-08-09,GBP,KES,163.92,alpha_vantage,GBP/KES
2024-08-12,GBP,KES,163.75,alpha_vantage,GBP/KES
2024-08-13,GBP,KES,164.97,alpha_vantage,GBP/KES
2024-08-14,GBP,KES,165.11,alpha_vantage,GBP/KES
2024-08-15,GBP,KES,164.86,alpha_vantage,GBP/KES
2024-08-16,GBP,KES,165.92,alpha_vantage,GBP/KES
2024-08-19,GBP,KES,166.59,alpha_vantage,GBP/KES
2024-08-20,GBP,KES,167.14,alpha_vantage,GBP/KES
2024-08-21,GBP,KES,167.9,alpha_vantage,GBP/KES
2024-08-22,GBP,KES,167.88,alpha_vantage,GBP/KES
2024-08-23,GBP,KES,169.41,alpha_vantage,GBP/KES
2024-08-26,GBP,KES,168.76,alpha_vantage,GBP/KES
2024-08-27,GBP,KES,169.67,alpha_vantage,GBP/KES
2024-08-28,GBP,KES,169.18,alpha_vantage,GBP/KES
2024-08-29,GBP,KES,168.56,alpha_vantage,GBP/KES
2024-08-30,GBP,KES,168.08,alpha_vantage,GBP/KES
2024-09-02,GBP,KES,168.19,alpha_vantage,GBP/KES
2024-09-03,GBP,KES,167.78,alpha_vantage,GBP/KES
2024-09-04,GBP,KES,168.63,alpha_vantage,GBP/KES
2024-09-05,GBP,KES,168.71,alpha_vantage,GBP/KES
2024-09-06,GBP,KES,168,alpha_vantage,GBP/KES
2024-09-09,GBP,KES,167.34,alpha_vantage,GBP/KES
2024-09-10,GBP,KES,167.75,alpha_vantage,GBP/KES
2024-09-11,GBP,KES,167.15,alpha_vantage,GBP/KES
2024-09-12,GBP,KES,168,alpha_vantage,GBP/KES
2024-09-13,GBP,KES,168.6,alpha_vantage,GBP/KES
2024-09-16,GBP,KES,169.79,alpha_vantage,GBP/KES
2024-09-17,GBP,KES,168.79,alpha_vantage,GBP/KES
2024-09-18,GBP,KES,169.47,alpha_vantage,GBP/KES
2024-09-19,GBP,KES,170.38,alpha_vantage,GBP/KES
2024-09-20,GBP,KES,170.78,alpha_vantage,GBP/KES
2024-09-23,GBP,KES,171.19,alpha_vantage,GBP/KES
2024-09-24,GBP,KES,172,alpha_vantage,GBP/KES
2024-09-25,GBP,KES,170.85,alpha_vantage,GBP/KES
2024-09-26,GBP,KES,172.01,alpha_vantage,GBP/KES
2024-09-27,GBP,KES,171.52,alpha_vantage,GBP/KES
2024-09-30,GBP,KES,171.54,alpha_vantage,GBP/KES
2024-10-01,GBP,KES,170.84,alpha_vantage,GBP/KES
2024-10-02,GBP,KES,170.59,alpha_vantage,GBP/KES
2024-10-03,GBP,KES,168.78,alpha_vantage,GBP/KES
2024-10-04,GBP,KES,168.74,alpha_vantage,GBP/KES
2024-10-07,GBP,KES,168.27,alpha_vantage,GBP/KES
2024-10-08,GBP,KES,168.54,alpha_vantage,GBP/KES
2024-10-09,GBP,KES,168.1,alpha_vantage,GBP/KES
2024-10-10,GBP,KES,167.96,alpha_vantage,GBP/KES
2024-10-11,GBP,KES,168.07,alpha_vantage,GBP/KES
2024-10-14,GBP,KES,167.97,alpha_vantage,GBP/KES
2024-10-15,GBP,KES,168.15,alpha_vantage,GBP/KES
2024-10-16,GBP,KES,167.1,alpha_vantage,GBP/KES
2024-10-17,GBP,KES,167.3,alpha_vantage,GBP/KES
2024-10-18,GBP,KES,168.14,alpha_vantage,GBP/KES
2024-10-21,GBP,KES,167.39,alpha_vantage,GBP/KES
2024-10-22,GBP,KES,167.44,alpha_vantage,GBP/KES
2024-10-23,GBP,KES,166.65,alpha_vantage,GBP/KES
2024-10-24,GBP,KES,167.13,alpha_vantage,GBP/KES
2024-10-25,GBP,KES,167.55,alpha_vantage,GBP/KES
2024-10-28,GBP,KES,167.36,alpha_vantage,GBP/KES
2024-10-29,GBP,KES,167.8,alpha_vantage,GBP/KES
2024-10-30,GBP,KES,167.22,alpha_vantage,GBP/KES
2024-10-31,GBP,KES,165.69,alpha_vantage,GBP/KES
2024-11-01,GBP,KES,166.72,alpha_vantage,GBP/KES
2024-11-04,GBP,KES,167.1,alpha_vantage,GBP/KES
2024-11-05,GBP,KES,168.19,alpha_vantage,GBP/KES
2024-11-06,GBP,KES,166.22,alpha_vantage,GBP/KES
2024-11-07,GBP,KES,167.47,alpha_vantage,GBP/KES
2024-11-08,GBP,KES,166.62,alpha_vantage,GBP/KES
2024-11-11,GBP,KES,165.97,alpha_vantage,GBP/KES
2024-11-12,GBP,KES,164.41,alpha_vantage,GBP/KES
2024-11-13,GBP,KES,164.05,alpha_vantage,GBP/KES
2024-11-14,GBP,KES,163.86,alpha_vantage,GBP/KES
2024-11-15,GBP,KES,162.83,alpha_vantage,GBP/KES
2024-11-18,GBP,KES,163.65,alpha_vantage,GBP/KES
2024-11-19,GBP,KES,163.72,alpha_vantage,GBP/KES
2024-11-20,GBP,KES,163.6,alpha_vantage,GBP/KES
2024-11-21,GBP,KES,162.84,alpha_vantage,GBP/KES
2024-11-22,GBP,KES,162.17,alpha_vantage,GBP/KES
2024-11-25,GBP,KES,162.59,alpha_vantage,GBP/KES
2024-11-26,GBP,KES,162.63,alpha_vantage,GBP/KES
2024-11-27,GBP,KES,164.12,alpha_vantage,GBP/KES
2024-11-28,GBP,KES,164.2,alpha_vantage,GBP/KES
2024-11-29,GBP,KES,164.73,alpha_vantage,GBP/KES
2024-12-02,GBP,KES,163.77,alpha_vantage,GBP/KES
2024-12-03,GBP,KES,164.04,alpha_vantage,GBP/KES
2024-12-04,GBP,KES,164.24,alpha_vantage,GBP/KES
2024-12-05,GBP,KES,164.58,alpha_vantage,GBP/KES
2024-12-06,GBP,KES,164.39,alpha_vantage,GBP/KES
2024-12-09,GBP,KES,164.61,alpha_vantage,GBP/KES
2024-12-10,GBP,KES,164.98,alpha_vantage,GBP/KES
2024-12-11,GBP,KES,164.65,alpha_vantage,GBP/KES
2024-12-12,GBP,KES,163.72,alpha_vantage,GBP/KES
2024-12-13,GBP,KES,163.05,alpha_vantage,GBP/KES
2024-12-16,GBP,KES,163.9,alpha_vantage,GBP/KES
2024-12-17,GBP,KES,164.16,alpha_vantage,GBP/KES
2024-12-18,GBP,KES,162.41,alpha_vantage,GBP/KES
2024-12-19,GBP,KES,161.85,alpha_vantage,GBP/KES
2024-12-20,GBP,KES,162.39,alpha_vantage,GBP/KES
2024-12-23,GBP,KES,161.9,alpha_vantage,GBP/KES
2024-12-24,GBP,KES,161.93,alpha_vantage,GBP/KES
2024-12-25,GBP,KES,161.91,alpha_vantage,GBP/KES
2024-12-26,GBP,KES,161.82,alpha_vantage,GBP/KES
2024-12-27,GBP,KES,162.35,alpha_vantage,GBP/KES
2024-12-30,GBP,KES,162.19,alpha_vantage,GBP/KES
2024-12-31,GBP,KES,161.72,alpha_vantage,GBP/KES
2025-01-02,GBP,KES,159.86,alpha_vantage,GBP/KES
2025-01-03,GBP,KES,160.45,alpha_vantage,GBP/KES
2025-01-06,GBP,KES,161.76,alpha_vantage,GBP/KES
2025-01-07,GBP,KES,161.08,alpha_vantage,GBP/KES
2025-01-08,GBP,KES,159.64,alpha_vantage,GBP/KES
2025-01-09,GBP,KES,159.02,alpha_vantage,GBP/KES
2025-01-10,GBP,KES,157.73,alpha_vantage,GBP/KES
2025-01-13,GBP,KES,157.27,alpha_vantage,GBP/KES
2025-01-14,GBP,KES,157.45,alpha_vantage,GBP/KES
2025-01-15,GBP,KES,158.2,alpha_vantage,GBP/KES
2025-01-16,GBP,KES,158.11,alpha_vantage,GBP/KES
2025-01-17,GBP,KES,157.32,alpha_vantage,GBP/KES
2025-01-20,GBP,KES,159.26,alpha_vantage,GBP/KES
2025-01-21,GBP,KES,158.78,alpha_vantage,GBP/KES
2025-01-22,GBP,KES,158.92,alpha_vantage,GBP/KES
2025-01-23,GBP,KES,159.33,alpha_vantage,GBP/KES
2025-01-24,GBP,KES,161.01,alpha_vantage,GBP/KES
2025-01-27,GBP,KES,161.14,alpha_vantage,GBP/KES
2025-01-28,GBP,KES,160.38,alpha_vantage,GBP/KES
2025-01-29,GBP,KES,160.23,alpha_vantage,GBP/KES
2025-01-30,GBP,KES,160.41,alpha_vantage,GBP/KES
2025-01-31,GBP,KES,159.89,alpha_vantage,GBP/KES
2025-02-03,GBP,KES,159.85,alpha_vantage,GBP/KES
2025-02-04,GBP,KES,160.95,alpha_vantage,GBP/KES
2025-02-05,GBP,KES,161.25,alpha_vantage,GBP/KES
2025-02-06,GBP,KES,160.34,alpha_vantage,GBP/KES
2025-02-07,GBP,KES,159.91,alpha_vantage,GBP/KES
2025-02-10,GBP,KES,159.47,alpha_vantage,GBP/KES
2025-02-11,GBP,KES,160.51,alpha_vantage,GBP/KES
2025-02-12,GBP,KES,160.79,alpha_vantage,GBP/KES
2025-02-13,GBP,KES,161.45,alpha_vantage,GBP/KES
2025-02-14,GBP,KES,162.67,alpha_vantage,GBP/KES
2025-02-17,GBP,KES,162.86,alpha_vantage,GBP/KES
2025-02-18,GBP,KES,162.81,alpha_vantage,GBP/KES
2025-02-19,GBP,KES,162.34,alpha_vantage,GBP/KES
2025-02-20,GBP,KES,163.7,alpha_vantage,GBP/KES
2025-02-21,GBP,KES,163.5,alpha_vantage,GBP/KES
2025-02-24,GBP,KES,163.38,alpha_vantage,GBP/KES
2025-02-25,GBP,KES,163.78,alpha_vantage,GBP/KES
2025-02-26,GBP,KES,163.78,alpha_vantage,GBP/KES
2025-02-27,GBP,KES,162.76,alpha_vantage,GBP/KES
2025-02-28,GBP,KES,162.38,alpha_vantage,GBP/KES
2025-03-03,GBP,KES,163.62,alpha_vantage,GBP/KES
2025-03-04,GBP,KES,164.11,alpha_vantage,GBP/KES
2025-03-05,GBP,KES,166.41,alpha_vantage,GBP/KES
2025-03-06,GBP,KES,166.4,alpha_vantage,GBP/KES
2025-03-07,GBP,KES,166.87,alpha_vantage,GBP/KES
2025-03-10,GBP,KES,166.26,alpha_vantage,GBP/KES
2025-03-11,GBP,KES,167.21,alpha_vantage,GBP/KES
2025-03-12,GBP,KES,167.52,alpha_vantage,GBP/KES
2025-03-13,GBP,KES,167.3,alpha_vantage,GBP/KES
2025-03-14,GBP,KES,167.24,alpha_vantage,GBP/KES
2025-03-17,GBP,KES,167.9,alpha_vantage,GBP/KES
2025-03-18,GBP,KES,168.16,alpha_vantage,GBP/KES
2025-03-19,GBP,KES,167.96,alpha_vantage,GBP/KES
2025-03-20,GBP,KES,167.52,alpha_vantage,GBP/KES
2025-03-21,GBP,KES,166.91,alpha_vantage,GBP/KES
2025-03-24,GBP,KES,167,alpha_vantage,GBP/KES
2025-03-25,GBP,KES,167.23,alpha_vantage,GBP/KES
2025-03-26,GBP,KES,166.52,alpha_vantage,GBP/KES
2025-03-27,GBP,KES,167.32,alpha_vantage,GBP/KES
2025-03-28,GBP,KES,167.14,alpha_vantage,GBP/KES
2025-03-31,GBP,KES,166.86,alpha_vantage,GBP/KES
2025-04-01,GBP,KES,166.89,alpha_vantage,GBP/KES
2025-04-02,GBP,KES,167.8,alpha_vantage,GBP/KES
2025-04-03,GBP,KES,169.07,alpha_vantage,GBP/KES
2025-04-04,GBP,KES,166.02,alpha_vantage,GBP/KES
2025-04-07,GBP,KES,164.33,alpha_vantage,GBP/KES
2025-04-08,GBP,KES,164.98,alpha_vantage,GBP/KES
2025-04-09,GBP,KES,165.81,alpha_vantage,GBP/KES
2025-04-10,GBP,KES,167.54,alpha_vantage,GBP/KES
2025-04-11,GBP,KES,169.33,alpha_vantage,GBP/KES
2025-04-14,GBP,KES,170.88,alpha_vantage,GBP/KES
2025-04-15,GBP,KES,171.23,alpha_vantage,GBP/KES
2025-04-16,GBP,KES,171.49,alpha_vantage,GBP/KES
2025-04-17,GBP,KES,171.76,alpha_vantage,GBP/KES
2025-04-18,GBP,KES,172.15,alpha_vantage,GBP/KES
2025-04-21,GBP,KES,173.19,alpha_vantage,GBP/KES
2025-04-22,GBP,KES,172.53,alpha_vantage,GBP/KES
2025-04-23,GBP,KES,171.58,alpha_vantage,GBP/KES
2025-04-24,GBP,KES,172.31,alpha_vantage,GBP/KES
2025-04-25,GBP,KES,171.84,alpha_vantage,GBP/KES
2025-04-28,GBP,KES,173.31,alpha_vantage,GBP/KES
2025-04-29,GBP,KES,172.96,alpha_vantage,GBP/KES
2025-04-30,GBP,KES,172.03,alpha_vantage,GBP/KES
2025-05-01,GBP,KES,171.37,alpha_vantage,GBP/KES
2025-05-02,GBP,KES,171.64,alpha_vantage,GBP/KES
2025-05-05,GBP,KES,171.56,alpha_vantage,GBP/KES
2025-05-06,GBP,KES,173.42,alpha_vantage,GBP/KES
2025-05-07,GBP,KES,171.47,alpha_vantage,GBP/KES
2025-05-08,GBP,KES,170.95,alpha_vantage,GBP/KES
2025-05-09,GBP,KES,171.64,alpha_vantage,GBP/KES
2025-05-12,GBP,KES,170.16,alpha_vantage,GBP/KES
2025-05-13,GBP,KES,171.47,alpha_vantage,GBP/KES
2025-05-14,GBP,KES,171.51,alpha_vantage,GBP/KES
2025-05-15,GBP,KES,171.48,alpha_vantage,GBP/KES
2025-05-16,GBP,KES,171.38,alpha_vantage,GBP/KES
2025-05-19,GBP,KES,172.39,alpha_vantage,GBP/KES
2025-05-20,GBP,KES,172.71,alpha_vantage,GBP/KES
2025-05-21,GBP,KES,173.43,alpha_vantage,GBP/KES
2025-05-22,GBP,KES,173.1,alpha_vantage,GBP/KES
2025-05-23,GBP,KES,174.61,alpha_vantage,GBP/KES
2025-05-26,GBP,KES,174.98,alpha_vantage,GBP/KES
2025-05-27,GBP,KES,174.75,alpha_vantage,GBP/KES
2025-05-28,GBP,KES,173.79,alpha_vantage,GBP/KES
2025-05-29,GBP,KES,174.08,alpha_vantage,GBP/KES
2025-05-30,GBP,KES,173.57,alpha_vantage,GBP/KES
2025-06-02,GBP,KES,174.74,alpha_vantage,GBP/KES
2025-06-03,GBP,KES,174.38,alpha_vantage,GBP/KES
2025-06-04,GBP,KES,174.96,alpha_vantage,GBP/KES
2025-06-05,GBP,KES,175.09,alpha_vantage,GBP/KES
2025-06-06,GBP,KES,175.08,alpha_vantage,GBP/KES
2014-11-07,GBP,NGN,263.33,alpha_vantage,GBP/NGN
2014-11-10,GBP,NGN,266.98,alpha_vantage,GBP/NGN
2014-11-11,GBP,NGN,268.53,alpha_vantage,GBP/NGN
2014-11-12,GBP,NGN,267.56,alpha_vantage,GBP/NGN
2014-11-13,GBP,NGN,270.91,alpha_vantage,GBP/NGN
2014-11-14,GBP,NGN,268.28,alpha_vantage,GBP/NGN
2014-11-17,GBP,NGN,270.72,alpha_vantage,GBP/NGN
2014-11-18,GBP,NGN,270.86,alpha_vantage,GBP/NGN
2014-11-19,GBP,NGN,272.86,alpha_vantage,GBP/NGN
2014-11-20,GBP,NGN,276.56,alpha_vantage,GBP/NGN
2014-11-21,GBP,NGN,277.68,alpha_vantage,GBP/NGN
2014-11-24,GBP,NGN,272.89,alpha_vantage,GBP/NGN
2014-11-25,GBP,NGN,278.69,alpha_vantage,GBP/NGN
2014-11-26,GBP,NGN,279.32,alpha_vantage,GBP/NGN
2014-11-27,GBP,NGN,278.26,alpha_vantage,GBP/NGN
2014-11-28,GBP,NGN,279.59,alpha_vantage,GBP/NGN
2014-12-01,GBP,NGN,289.7,alpha_vantage,GBP/NGN
2014-12-02,GBP,NGN,281.03,alpha_vantage,GBP/NGN
2014-12-03,GBP,NGN,280.88,alpha_vantage,GBP/NGN
2014-12-04,GBP,NGN,280.65,alpha_vantage,GBP/NGN
2014-12-05,GBP,NGN,279.46,alpha_vantage,GBP/NGN
2014-12-08,GBP,NGN,281.91,alpha_vantage,GBP/NGN
2014-12-09,GBP,NGN,288.64,alpha_vantage,GBP/NGN
2014-12-10,GBP,NGN,283.02,alpha_vantage,GBP/NGN
2014-12-11,GBP,NGN,284.52,alpha_vantage,GBP/NGN
2014-12-12,GBP,NGN,282.69,alpha_vantage,GBP/NGN
2014-12-15,GBP,NGN,279.67,alpha_vantage,GBP/NGN
2014-12-16,GBP,NGN,284.59,alpha_vantage,GBP/NGN
2014-12-17,GBP,NGN,291.12,alpha_vantage,GBP/NGN
2014-12-18,GBP,NGN,289.32,alpha_vantage,GBP/NGN
2014-12-19,GBP,NGN,288.57,alpha_vantage,GBP/NGN
2014-12-22,GBP,NGN,287.84,alpha_vantage,GBP/NGN
2014-12-23,GBP,NGN,283,alpha_vantage,GBP/NGN
2014-12-24,GBP,NGN,284.7,alpha_vantage,GBP/NGN
2014-12-25,GBP,NGN,284.59,alpha_vantage,GBP/NGN
2014-12-26,GBP,NGN,284.61,alpha_vantage,GBP/NGN
2014-12-30,GBP,NGN,285.73,alpha_vantage,GBP/NGN
2014-12-31,GBP,NGN,286.04,alpha_vantage,GBP/NGN
2015-01-01,GBP,NGN,286.1,alpha_vantage,GBP/NGN
2015-01-02,GBP,NGN,281.36,alpha_vantage,GBP/NGN
2015-01-05,GBP,NGN,280.15,alpha_vantage,GBP/NGN
2015-01-06,GBP,NGN,278.08,alpha_vantage,GBP/NGN
2015-01-07,GBP,NGN,276.74,alpha_vantage,GBP/NGN
2015-01-08,GBP,NGN,271.62,alpha_vantage,GBP/NGN
2015-01-09,GBP,NGN,275.01,alpha_vantage,GBP/NGN
2015-01-12,GBP,NGN,273.34,alpha_vantage,GBP/NGN
2015-01-13,GBP,NGN,278.45,alpha_vantage,GBP/NGN
2015-01-14,GBP,NGN,279.72,alpha_vantage,GBP/NGN
2015-01-15,GBP,NGN,281.98,alpha_vantage,GBP/NGN
2015-01-16,GBP,NGN,281.29,alpha_vantage,GBP/NGN
2015-01-19,GBP,NGN,283.69,alpha_vantage,GBP/NGN
2015-01-20,GBP,NGN,286.98,alpha_vantage,GBP/NGN
2015-01-21,GBP,NGN,280.42,alpha_vantage,GBP/NGN
2015-01-22,GBP,NGN,282.02,alpha_vantage,GBP/NGN
2015-01-23,GBP,NGN,286.94,alpha_vantage,GBP/NGN
2015-01-26,GBP,NGN,288.68,alpha_vantage,GBP/NGN
2015-01-27,GBP,NGN,291.86,alpha_vantage,GBP/NGN
2015-01-28,GBP,NGN,287.73,alpha_vantage,GBP/NGN
2015-01-29,GBP,NGN,284.96,alpha_vantage,GBP/NGN
2015-01-30,GBP,NGN,287.23,alpha_vantage,GBP/NGN
2015-02-02,GBP,NGN,284.22,alpha_vantage,GBP/NGN
2015-02-03,GBP,NGN,288.02,alpha_vantage,GBP/NGN
2015-02-04,GBP,NGN,292.09,alpha_vantage,GBP/NGN
2015-02-05,GBP,NGN,295.02,alpha_vantage,GBP/NGN
2015-02-06,GBP,NGN,295.72,alpha_vantage,GBP/NGN
2015-02-09,GBP,NGN,298.47,alpha_vantage,GBP/NGN
2015-02-10,GBP,NGN,305.09,alpha_vantage,GBP/NGN
2015-02-11,GBP,NGN,311,alpha_vantage,GBP/NGN
2015-02-12,GBP,NGN,315.28,alpha_vantage,GBP/NGN
2015-02-13,GBP,NGN,315.24,alpha_vantage,GBP/NGN
2015-02-16,GBP,NGN,306.59,alpha_vantage,GBP/NGN
2015-02-17,GBP,NGN,307.14,alpha_vantage,GBP/NGN
2015-02-18,GBP,NGN,305.87,alpha_vantage,GBP/NGN
2015-02-19,GBP,NGN,306.89,alpha_vantage,GBP/NGN
2015-02-20,GBP,NGN,308.12,alpha_vantage,GBP/NGN
2015-02-23,GBP,NGN,310.14,alpha_vantage,GBP/NGN
2015-02-24,GBP,NGN,310.77,alpha_vantage,GBP/NGN
2015-02-25,GBP,NGN,313.07,alpha_vantage,GBP/NGN
2015-02-26,GBP,NGN,311.46,alpha_vantage,GBP/NGN
2015-02-27,GBP,NGN,312.78,alpha_vantage,GBP/NGN
2015-03-02,GBP,NGN,309.04,alpha_vantage,GBP/NGN
2015-03-03,GBP,NGN,308.26,alpha_vantage,GBP/NGN
2015-03-04,GBP,NGN,305.08,alpha_vantage,GBP/NGN
2015-03-05,GBP,NGN,305.14,alpha_vantage,GBP/NGN
2015-03-06,GBP,NGN,300.13,alpha_vantage,GBP/NGN
2015-03-09,GBP,NGN,301.8,alpha_vantage,GBP/NGN
2015-03-10,GBP,NGN,300.77,alpha_vantage,GBP/NGN
2015-03-11,GBP,NGN,298.06,alpha_vantage,GBP/NGN
2015-03-12,GBP,NGN,297.21,alpha_vantage,GBP/NGN
2015-03-13,GBP,NGN,294.63,alpha_vantage,GBP/NGN
2015-03-16,GBP,NGN,296.13,alpha_vantage,GBP/NGN
2015-03-17,GBP,NGN,294.66,alpha_vantage,GBP/NGN
2015-03-18,GBP,NGN,297.93,alpha_vantage,GBP/NGN
2015-03-19,GBP,NGN,293.89,alpha_vantage,GBP/NGN
2015-03-20,GBP,NGN,297.78,alpha_vantage,GBP/NGN
2015-03-23,GBP,NGN,298.15,alpha_vantage,GBP/NGN
2015-03-24,GBP,NGN,295.57,alpha_vantage,GBP/NGN
2015-03-25,GBP,NGN,296.35,alpha_vantage,GBP/NGN
2015-03-26,GBP,NGN,295.68,alpha_vantage,GBP/NGN
2015-03-27,GBP,NGN,296.29,alpha_vantage,GBP/NGN
2015-03-30,GBP,NGN,294.95,alpha_vantage,GBP/NGN
2015-03-31,GBP,NGN,295.33,alpha_vantage,GBP/NGN
2015-04-01,GBP,NGN,295.36,alpha_vantage,GBP/NGN
2015-04-02,GBP,NGN,295.46,alpha_vantage,GBP/NGN
2015-04-03,GBP,NGN,297.12,alpha_vantage,GBP/NGN
2015-04-06,GBP,NGN,296.53,alpha_vantage,GBP/NGN
2015-04-07,GBP,NGN,295.21,alpha_vantage,GBP/NGN
2015-04-08,GBP,NGN,296.26,alpha_vantage,GBP/NGN
2015-04-09,GBP,NGN,293.07,alpha_vantage,GBP/NGN
2015-04-10,GBP,NGN,291.41,alpha_vantage,GBP/NGN
2015-04-13,GBP,NGN,292.17,alpha_vantage,GBP/NGN
2015-04-14,GBP,NGN,294.27,alpha_vantage,GBP/NGN
2015-04-15,GBP,NGN,295.23,alpha_vantage,GBP/NGN
2015-04-16,GBP,NGN,297.36,alpha_vantage,GBP/NGN
2015-04-17,GBP,NGN,297.89,alpha_vantage,GBP/NGN
2015-04-20,GBP,NGN,296.71,alpha_vantage,GBP/NGN
2015-04-21,GBP,NGN,297.23,alpha_vantage,GBP/NGN
2015-04-22,GBP,NGN,299.35,alpha_vantage,GBP/NGN
2015-04-23,GBP,NGN,299.79,alpha_vantage,GBP/NGN
2015-04-24,GBP,NGN,302.51,alpha_vantage,GBP/NGN
2015-04-27,GBP,NGN,301.79,alpha_vantage,GBP/NGN
2015-04-28,GBP,NGN,305.44,alpha_vantage,GBP/NGN
2015-04-29,GBP,NGN,307.18,alpha_vantage,GBP/NGN
2015-04-30,GBP,NGN,304.28,alpha_vantage,GBP/NGN
2015-05-01,GBP,NGN,300,alpha_vantage,GBP/NGN
2015-05-04,GBP,NGN,301.06,alpha_vantage,GBP/NGN
2015-05-05,GBP,NGN,302.07,alpha_vantage,GBP/NGN
2015-05-06,GBP,NGN,303.55,alpha_vantage,GBP/NGN
2015-05-07,GBP,NGN,307.05,alpha_vantage,GBP/NGN
2015-05-08,GBP,NGN,307.91,alpha_vantage,GBP/NGN
2015-05-11,GBP,NGN,310.26,alpha_vantage,GBP/NGN
2015-05-12,GBP,NGN,312.03,alpha_vantage,GBP/NGN
2015-05-13,GBP,NGN,313.52,alpha_vantage,GBP/NGN
2015-05-14,GBP,NGN,314.19,alpha_vantage,GBP/NGN
2015-05-15,GBP,NGN,313.07,alpha_vantage,GBP/NGN
2015-05-18,GBP,NGN,311.85,alpha_vantage,GBP/NGN
2015-05-19,GBP,NGN,308.96,alpha_vantage,GBP/NGN
2015-05-20,GBP,NGN,309.34,alpha_vantage,GBP/NGN
2015-05-21,GBP,NGN,311.9,alpha_vantage,GBP/NGN
2015-05-22,GBP,NGN,308.52,alpha_vantage,GBP/NGN
2015-05-25,GBP,NGN,308.13,alpha_vantage,GBP/NGN
2015-05-26,GBP,NGN,306.59,alpha_vantage,GBP/NGN
2015-05-27,GBP,NGN,305.68,alpha_vantage,GBP/NGN
2015-05-28,GBP,NGN,305.07,alpha_vantage,GBP/NGN
2015-05-29,GBP,NGN,304.6,alpha_vantage,GBP/NGN
2015-06-01,GBP,NGN,301.23,alpha_vantage,GBP/NGN
2015-06-02,GBP,NGN,305.44,alpha_vantage,GBP/NGN
2015-06-03,GBP,NGN,305.24,alpha_vantage,GBP/NGN
2015-06-04,GBP,NGN,305.71,alpha_vantage,GBP/NGN
2015-06-05,GBP,NGN,303.91,alpha_vantage,GBP/NGN
2015-06-08,GBP,NGN,305.34,alpha_vantage,GBP/NGN
2015-06-09,GBP,NGN,306.25,alpha_vantage,GBP/NGN
2015-06-10,GBP,NGN,308.75,alpha_vantage,GBP/NGN
2015-06-11,GBP,NGN,308.78,alpha_vantage,GBP/NGN
2015-06-12,GBP,NGN,309.79,alpha_vantage,GBP/NGN
2015-06-15,GBP,NGN,310.6,alpha_vantage,GBP/NGN
2015-06-16,GBP,NGN,311.59,alpha_vantage,GBP/NGN
2015-06-17,GBP,NGN,315.07,alpha_vantage,GBP/NGN
2015-06-18,GBP,NGN,316.16,alpha_vantage,GBP/NGN
2015-06-19,GBP,NGN,316.19,alpha_vantage,GBP/NGN
2015-06-22,GBP,NGN,314.84,alpha_vantage,GBP/NGN
2015-06-23,GBP,NGN,313.2,alpha_vantage,GBP/NGN
2015-06-24,GBP,NGN,312.62,alpha_vantage,GBP/NGN
2015-06-25,GBP,NGN,313.27,alpha_vantage,GBP/NGN
2015-06-26,GBP,NGN,313.43,alpha_vantage,GBP/NGN
2015-06-29,GBP,NGN,313.1,alpha_vantage,GBP/NGN
2015-06-30,GBP,NGN,312.28,alpha_vantage,GBP/NGN
2015-07-01,GBP,NGN,311.03,alpha_vantage,GBP/NGN
2015-07-02,GBP,NGN,310.75,alpha_vantage,GBP/NGN
2015-07-03,GBP,NGN,310.03,alpha_vantage,GBP/NGN
2015-07-06,GBP,NGN,310.59,alpha_vantage,GBP/NGN
2015-07-07,GBP,NGN,307.78,alpha_vantage,GBP/NGN
2015-07-08,GBP,NGN,305.81,alpha_vantage,GBP/NGN
